#vol,price,class
3169522.5,1.4744877815246582,0
3972696.5,1.6031475067138672,0
1759879.25,2.148258924484253,0
2826401.0,1.5177630186080933,0
3417608.5,2.244739055633545,0
3626238.25,2.0985970497131348,0
3148145.5,1.324431300163269,0
1215751.0,2.363625407218933,0
3388782.75,1.5353070497512817,0
2736150.75,1.4851933717727661,0
3724376.75,2.2045528888702393,0
1446743.75,1.4332510232925415,0
3925659.5,1.9163867235183716,0
1196788.0,1.1780519485473633,0
1208553.5,1.2445058822631836,0
1272256.75,1.676223874092102,0
2273400.0,2.864013671875,0
3623173.0,2.355773091316223,0
2725311.5,1.0037641525268555,0
2189490.5,1.9997273683547974,0
1774945.625,2.9616650342941284,0
1458376.25,2.6036115884780884,0
1781289.75,2.5695525407791138,0
2385045.75,1.0288419723510742,0
2317302.25,1.4689897298812866,0
1634216.25,1.9537593126296997,0
2842636.25,1.2842000722885132,0
1100373.625,1.878975510597229,0
3066688.5,1.2240363359451294,0
3052338.5,2.6978001594543457,0
1225776.75,1.3133469820022583,0
3840417.0,1.8008394241333008,0
2310629.75,2.8785518407821655,0
3081446.5,1.8327279090881348,0
3029195.5,2.657115340232849,0
2886350.75,2.325959801673889,0
2724112.5,1.0616271495819092,0
2163915.0,2.5507423877716064,0
1567384.75,1.833309292793274,0
1080164.625,1.370794415473938,0
1094670.125,2.2251676321029663,0
3491224.0,1.794371247291565,0
3220258.25,2.651163339614868,0
3824417.0,2.6501007080078125,0
3477818.5,1.6453720331192017,0
2542623.0,2.5722897052764893,0
2782227.5,2.246108889579773,0
1684823.375,1.7052810192108154,0
1909506.5,1.337604284286499,0
3085134.25,2.4675403833389282,0
2284789.75,1.8604843616485596,0
3896432.0,1.8710079193115234,0
3176292.5,1.4877467155456543,0
2005473.25,1.5686826705932617,0
3874867.75,1.7320648431777954,0
2455972.75,1.5835107564926147,0
1736720.25,1.4113260507583618,0
3085668.25,1.9157299995422363,0
1658300.5,2.8917442560195923,0
1333551.0,2.5764836072921753,0
3698889.0,2.778008371591568,1
3544132.5,3.345701187849045,1
2463771.75,2.3420638740062714,1
3656196.0,3.6445640921592712,1
2789496.0,3.1593128442764282,1
2842638.75,3.569772332906723,1
3247119.0,1.8817950189113617,1
2503859.0,2.1132620573043823,1
4498641.0,2.193800002336502,1
2907121.5,1.9839198291301727,1
3339361.0,1.5917768478393555,1
4215287.0,3.3907928466796875,1
2052468.0,2.9882202446460724,1
2526432.75,2.7135902047157288,1
4943932.0,1.8084444999694824,1
4826798.0,2.449661433696747,1
4552231.0,2.0071862041950226,1
4278143.0,3.9916689097881317,1
2209503.5,1.7458330988883972,1
3461297.5,3.706581234931946,1
2523655.5,1.6947471499443054,1
4884190.0,3.874797910451889,1
3844436.0,3.951709061861038,1
4147984.75,3.3301711976528168,1
2244476.75,3.454091042280197,1
3421635.5,2.8659191131591797,1
2597284.0,3.8551414906978607,1
3685019.0,2.738057464361191,1
4560829.0,2.894016742706299,1
2305004.5,2.4836480021476746,1
4004942.0,2.614208847284317,1
4758005.5,1.9541128873825073,1
3464661.75,2.33920419216156,1
3416643.0,1.8488640487194061,1
3605906.0,3.3499772250652313,1
4596496.0,2.3779098093509674,1
4484649.0,1.8928077220916748,1
4190236.0,3.7168193757534027,1
4330780.5,2.183450549840927,1
3988792.0,1.9779402911663055,1
3942071.5,2.3345332741737366,1
2850096.0,2.069097399711609,1
2015558.625,3.77588951587677,1
2482158.75,1.9577487707138062,1
4340929.0,3.335106909275055,1
4375035.0,2.8939183950424194,1
2935345.75,3.809705466032028,1
2071163.875,2.559851348400116,1
3598065.0,3.8689287900924683,1
3090602.0,3.1255688667297363,1
2927102.75,3.0370850265026093,1
2621173.25,1.8661589324474335,1
2474354.25,3.3107037246227264,1
3097169.5,2.384144753217697,1
2059629.625,1.6665593683719635,1
2687134.25,2.7255965173244476,1
2442031.25,1.5089724361896515,1
3013829.0,3.155335873365402,1
2917409.5,3.9539297819137573,1
2269603.5,1.7897067368030548,1
4316011.0,2.1676641702651978,2
3759243.0,3.0519587993621826,2
4392081.0,4.295930325984955,2
3400573.5,4.478301763534546,2
4288574.5,4.227943301200867,2
5300587.0,4.461351096630096,2
4421205.0,2.07944917678833,2
5270974.0,4.879002153873444,2
5537065.0,4.005157053470612,2
3480407.75,4.39158308506012,2
3378642.5,3.323731482028961,2
4899823.0,4.874861001968384,2
3323271.0,2.136784076690674,2
4178693.0,2.143669307231903,2
5804257.0,3.4865347743034363,2
3101831.75,2.513893723487854,2
5470932.0,3.268397867679596,2
3183659.25,3.014631748199463,2
3862800.75,4.888066947460175,2
5735853.0,3.9784604907035828,2
4294342.0,2.1088098883628845,2
3229718.75,3.3166475892066956,2
5342751.5,2.3015339374542236,2
4910900.5,3.4604341983795166,2
5456287.0,3.3125770688056946,2
4714807.5,2.3237127661705017,2
3145499.75,3.3737863302230835,2
4989558.5,4.24285888671875,2
5857584.0,2.664820909500122,2
5631709.0,3.8744285106658936,2
5073703.5,4.614188551902771,2
5860418.0,3.100986897945404,2
3503255.75,2.4056047201156616,2
4239220.0,3.901510238647461,2
3304758.5,4.099022030830383,2
5051789.5,3.599443256855011,2
5351905.5,3.737175762653351,2
5958973.0,4.294361412525177,2
3231242.25,3.7916598320007324,2
4828252.5,3.41988867521286,2
3435127.5,3.6071805357933044,2
3912429.5,4.2305439710617065,2
3364835.25,2.475430488586426,2
4449703.5,2.5049158334732056,2
3032806.0,2.7545175552368164,2
4410032.0,3.435223400592804,2
3733616.5,3.736517906188965,2
3279394.0,3.5490318536758423,2
4407940.5,3.741795599460602,2
5570699.5,4.7446553111076355,2
5654787.0,2.218424618244171,2
5403039.0,3.206449031829834,2
3541149.0,4.279419898986816,2
3084826.5,2.860524535179138,2
3935766.5,2.497455894947052,2
5865408.0,2.3180211186408997,2
5460277.5,3.5711371898651123,2
3937643.5,4.286438345909119,2
4446262.0,2.400360107421875,2
3543902.0,3.4860273003578186,2
